47.0,79.43181502390982,1
50.0,54.89873240995696,1
46.0,55.29199294008937,1
45.30612244897959,69.15940496062387,1
46.53061224489796,45.72794774687435,1
47.755102040816325,63.21945384065373,1
48.9795918367347,63.22141196129617,1
50.204081632653065,66.6179031890064,1
51.42857142857143,88.37577612653735,1
52.6530612244898,64.21639842410333,1
53.87755102040816,52.59118016233408,1
47.0,15.592376176108015,-1
50.0,12.063114606682937,-1
46.0,23.96013223470586,-1
45.10204081632653,8.332275473141994,-1
46.02040816326531,29.024097799819486,-1
46.93877551020408,13.900621669314653,-1
47.85714285714286,41.88659511580228,-1
48.775510204081634,24.016281796255672,-1
49.69387755102041,31.221297886856775,-1
50.61224489795919,25.154370784124822,-1
51.53061224489796,30.92279433669268,-1
